Zone géographique,Entreprise,Sous-catégorie,ID commande,Nom du client,Région,Nom du produit,Mode d'expédition,Pays,Remise,Grand public,Taux de remise,Catégorie,ID produit,Date d'expédition,Quantité,Profit,ID,Vente,Date de commande,ID client,Ville,Entreprise individuelle
Centre,0,Classeurs,ES-2011-2619050,Jacques Morin,Rhénanie-du-Nord-Westphalie,"Avery Perforatrice, Recyclé",Prioritaire,Allemagne,0,1,TR1,Fournitures de bureau,FOU-CL-10004615,09-Sep-14,2,0,4078,56.46,08-Sep-14,JM-15910,Oberhausen,0
Centre,0,Éléments de fixation,ES-2011-1846006,Didiane Leroux,Bretagne,"Accos Colliers, Tailles assorties",Prioritaire,France,0,0,TR1,Fournitures de bureau,FOU-ÉL-10003022,15-Sep-14,2,10.08,5209,33.66,12-Sep-14,DL-13480,Brest,1
Nord,0,Art,IT-2011-2668777,Étienne Mathieu,Västra Götaland,"Binney & Smith Toile, Bleu",Tarif normal,Suède,0.5,1,TR2,Fournitures de bureau,FOU-AR-10000560,07-Sep-14,2,-31.86,8668,51.36,03-Sep-14,ÉM-13960,Gothembourg,0
Centre,1,Téléphones,ES-2011-5861038,Caroline Paré,Rhénanie-du-Nord-Westphalie,"Motorola Smartphone, Emballage en vrac",Tarif normal,Allemagne,0,0,TR1,Produits technologiques,PRO-TÉ-10000820,03-Apr-14,3,15.57,5224,389.61,30-Mar-14,CP-12250,Troisdorf,0
Sud,1,Art,IT-2011-4913414,Eliott Bazinet,Campanie,"Binney & Smith Carnet de croquis, Métal",J+2,Italie,0,0,TR1,Fournitures de bureau,FOU-AR-10003219,18-Dec-14,6,14.22,4744,285.48,13-Dec-14,EB-13765,Naples,0
Centre,0,Art,ES-2011-1374122,Avril Leroy,Auvergne-Rhône-Alpes,"Binney & Smith Stylos, Tailles assorties",Tarif normal,France,0,0,TR1,Fournitures de bureau,FOU-AR-10001216,08-Feb-14,2,10.86,4538,30.24,04-Feb-14,AL-11485,Grenoble,1
Nord,0,Étiquettes,ES-2011-5335946,Rosemarie Gagnon,Angleterre,"Novimex Étiquettes légales, Blanc",Tarif normal,Royaume-Uni,0,1,TR1,Fournitures de bureau,FOU-ÉT-10001134,10-Aug-14,4,14.16,8618,41.88,04-Aug-14,RG-19960,Ashford,0
Sud,1,Meubles,ES-2011-3202814,Pascal Busson,Émilie-Romagne,"Advantus Plateau d'empilement, Durable",Tarif normal,Italie,0,0,TR1,Mobilier,MOB-ME-10000589,23-Sep-14,5,36.15,8079,117,17-Sep-14,PB-18715,Vignola,0
Centre,0,Art,ES-2011-4106405,Methena Migneault,Berlin,"BIC Toile, Métal",Tarif normal,Allemagne,0.1,1,TR1,Fournitures de bureau,FOU-AR-10002783,01-Oct-14,9,123.606,1688,445.176,27-Sep-14,MM-17830,Berlin,0
Centre,1,Étiquettes,ES-2011-4240706,Béatrice Denis,Île-de-France,"Hon Étiquettes légales, Ajustable",Tarif normal,France,0,0,TR1,Fournitures de bureau,FOU-ÉT-10002141,26-Apr-14,2,2.76,5294,17.52,22-Apr-14,BD-11590,Sannois,0
Nord,0,Machines,ES-2011-4314290,Susanne Quessy,Angleterre,"StarTech Jet d'encre, Multicolore",Tarif normal,Royaume-Uni,0,0,TR1,Produits technologiques,PRO-MA-10002126,23-Jul-14,4,36.12,3890,1207.08,18-Jul-14,SQ-20740,Derby,1
Sud,0,Art,ES-2011-4052630,Zara Aucoin,Lombardie,"Binney & Smith Toile, Tailles assorties",Tarif normal,Italie,0,1,TR1,Fournitures de bureau,FOU-AR-10003938,26-Feb-14,3,78.48,8377,163.62,21-Feb-14,ZA-21925,Milan,0
Nord,0,Étiquettes,IT-2011-2226067,Alexandra Mailly,Angleterre,"Novimex Étiquettes d'expédition, Rouge",J+2,Royaume-Uni,0,1,TR1,Fournitures de bureau,FOU-ÉT-10000708,22-Jul-14,1,5.4,8497,10.8,20-Jul-14,AM-10330,Aylesbury,0
Sud,0,Classeurs,ES-2011-3856710,Simon Riquier,Catalogne,"Ibico Onglets, Clair",Tarif normal,Espagne,0,1,TR1,Fournitures de bureau,FOU-CL-10003845,16-Aug-14,7,21.63,3044,58.59,12-Aug-14,SR-20365,Reus,0
Centre,1,Bibliothèques,IT-2011-3586982,Georgette Moquin,Thuringe,"Sauder Bibliothèque classique, Classique",Tarif normal,Allemagne,0.1,0,TR1,Mobilier,MOB-BI-10001052,20-Sep-14,2,270.282,4260,784.782,15-Sep-14,GM-15145,Gera,0
Centre,0,Fournitures,ES-2011-4801998,Ruby Sacré,Nord-Pas-de-Calais-Picardie,"Acme Ciseaux, Industriel",J+2,France,0,1,TR1,Fournitures de bureau,FOU-FO-10000057,30-Aug-14,7,45.36,1331,189.42,26-Aug-14,RS-20110,Roubaix,0
Nord,1,Stockage,ES-2011-5940123,Nicholas Vincent,Angleterre,"Fellowes Rayonnage, Métal",J+2,Royaume-Uni,0,0,TR1,Fournitures de bureau,FOU-ST-10000826,04-Jun-14,9,209.79,5821,512.19,01-Jun-14,NV-18130,Warrington,0
Nord,0,Art,IT-2011-5645183,Mercedes Migneault,Uppsala,"Boston Taille-crayon, Métal",J+2,Suède,0.5,0,TR2,Fournitures de bureau,FOU-AR-10000397,05-Feb-14,6,-61.65,8804,90.63,03-Feb-14,MM-17755,Upsal,1
Centre,1,Chaises,ES-2011-2613634,Noria Perrault,Tyrol,"Office Star Dessous de siège, Réglable",Tarif normal,Autriche,0,0,TR1,Mobilier,MOB-CH-10004363,16-Sep-14,3,79.92,9810,204.93,09-Sep-14,NP-18295,Innsbruck,0
Sud,0,Papier,ES-2011-3995423,Quincy Lazure,Campanie,"Enermax Cahier, Recyclé",Prioritaire,Italie,0,1,TR1,Fournitures de bureau,FOU-PA-10003738,02-Jan-15,3,35.73,9355,85.23,28-Dec-14,QL-19480,Naples,0
Nord,0,Bibliothèques,ES-2011-5540627,Brice Bois,Angleterre,"Dania Étagères, Métal",Tarif normal,Royaume-Uni,0.1,1,TR1,Mobilier,MOB-BI-10000666,02-Jun-14,4,189.036,3821,607.716,26-May-14,BB-11860,Londres,0
Sud,0,Bibliothèques,ES-2011-5338028,Nicholas Tisserand,Piémont,"Bush Bibliothèque classique, Métal",J+2,Italie,0,0,TR1,Mobilier,MOB-BI-10001439,01-Jan-15,3,420.3,2638,1236.42,28-Dec-14,NT-18115,Turin,1
Centre,0,Art,ES-2011-1881074,Normand Salmons,Rhénanie-du-Nord-Westphalie,"Binney & Smith Taille-crayon, Métal",Tarif normal,Allemagne,0,1,TR1,Fournitures de bureau,FOU-AR-10000531,20-Aug-14,4,12.24,7327,111.72,16-Aug-14,NS-18265,Cologne,0
Centre,0,Téléphones,ES-2011-5941122,Marlon Ayot,Hambourg,"Motorola Smartphone, Emballage en vrac",Tarif normal,Allemagne,0,0,TR1,Produits technologiques,PRO-TÉ-10000820,08-Nov-14,5,25.95,1180,649.35,02-Nov-14,MA-17290,Hambourg,1
Centre,0,Fournitures,ES-2011-1689666,Félicien Brault,Vienne,"Stiletto Ciseaux, Industriel",J+2,Autriche,0,1,TR1,Fournitures de bureau,FOU-FO-10000900,29-Jun-14,2,13.08,3560,50.46,27-Jun-14,FB-14305,Vienne,0
Centre,0,Art,ES-2011-4410046,Valentine Perrault,Île-de-France,"BIC Toile, Emballage en vrac",Prioritaire,France,0,1,TR1,Fournitures de bureau,FOU-AR-10000692,08-Mar-14,2,36.66,5384,107.94,07-Mar-14,VP-21340,Paris,0
Sud,1,Art,IT-2011-5027623,Franck Rousseau,Pouilles,"Boston Surligneurs, Tailles assorties",Prioritaire,Italie,0,0,TR1,Fournitures de bureau,FOU-AR-10001493,11-Jun-14,6,23.76,6512,132.3,10-Jun-14,FR-14590,Brindisi,0
Nord,0,Tables,ES-2011-2592061,Ferréol Bellefeuille,Angleterre,"Hon Table d'enseignement, Blanc",Tarif normal,Royaume-Uni,0,1,TR1,Mobilier,MOB-TA-10002865,20-Sep-14,5,686.4,1495,1674.45,16-Sep-14,FB-14350,Woking,0
Sud,0,Bibliothèques,ES-2011-3805636,Gabriel Souplet,Catalogne,"Dania Bibliothèque, Métal",Tarif normal,Espagne,0,1,TR1,Mobilier,MOB-BI-10002381,24-Oct-14,2,253.26,109,723.72,17-Oct-14,GS-14710,Barcelone,0
Sud,0,Papier,ES-2011-5340910,Pascaline Proulx,Madrid,"SanDisk Ramette, Par paquet de 12",Le même jour,Espagne,0,1,TR1,Fournitures de bureau,FOU-PA-10000587,21-Aug-14,2,7.44,3880,67.86,21-Aug-14,PP-18760,Madrid,0
Centre,0,Téléphones,IT-2011-2911544,Savinien Girard,Île-de-France,"Samsung Amplificateur de signal, Bleu",Tarif normal,France,0.15,1,TR1,Produits technologiques,PRO-TÉ-10001382,21-Jun-14,3,-61.4655,6515,348.3045,15-Jun-14,SG-20275,Paris,0
Centre,0,Art,ES-2011-4620955,Xarles Pelletier,Bade-Wurtemberg,"BIC Marqueurs, Tailles assorties",J+2,Allemagne,0,1,TR1,Fournitures de bureau,FOU-AR-10001034,10-Dec-14,2,20.7,56,59.22,08-Dec-14,XP-21835,Karlsruhe,0
Centre,0,Éléments de fixation,ES-2011-1539879,Brunella Paimboeuf,Rhénanie-du-Nord-Westphalie,"Stockwell Épingles, Par paquet de 12",Tarif normal,Allemagne,0,1,TR1,Fournitures de bureau,FOU-ÉL-10003671,05-Sep-14,4,15.48,5646,50.28,31-Aug-14,BP-11980,Herne,0
Sud,1,Accessoires,ES-2011-3360339,Georgette Moquin,Latium,"Belkin Clavier, Durable",Prioritaire,Italie,0,0,TR1,Produits technologiques,PRO-AC-10004183,06-Nov-14,3,17.64,9212,252.27,04-Nov-14,GM-15145,Latina,0
Sud,1,Classeurs,ES-2011-5649807,Romaine Chastain,Murcie,"Cardinal Couverture de classeur, Clair",Tarif normal,Espagne,0,0,TR1,Fournitures de bureau,FOU-CL-10001473,23-Sep-14,3,8.91,309,34.38,19-Sep-14,RC-19855,Murcie,0
Sud,0,Stockage,IT-2011-3076849,Honoré Margand,Latium,"Fellowes Plateaux, Métal",Tarif normal,Italie,0.4,1,TR2,Fournitures de bureau,FOU-ST-10000890,05-Jun-14,3,-25.452,7744,101.628,31-May-14,HM-15700,Rome,0
Nord,0,Fournitures,IT-2011-5334146,Laurette Ruest,Angleterre,"Elite Ciseaux, Rectangulaire",Tarif normal,Royaume-Uni,0.1,1,TR1,Fournitures de bureau,FOU-FO-10002503,06-Jul-14,5,-3.915,4267,86.535,29-Jun-14,LR-16510,Londres,0
Nord,0,Accessoires,ES-2011-5630309,Perrine Lamarre,Angleterre,"Enermax Clavier, Programmable",Prioritaire,Royaume-Uni,0,0,TR1,Produits technologiques,PRO-AC-10003549,16-Aug-14,3,19.35,9457,176.49,15-Aug-14,PL-18970,Norwich,1
Sud,1,Fournitures,ES-2011-2587200,Donatien Côté,Pouilles,"Fiskars Rasoir, Acier",Tarif normal,Italie,0,0,TR1,Fournitures de bureau,FOU-FO-10002691,21-Mar-14,2,9.96,7393,83.4,16-Mar-14,DC-13600,Bari,0
Nord,1,Téléphones,ES-2011-2225020,Ferdinand Houde,Angleterre,"Motorola Casque, Tailles assorties",Tarif normal,Royaume-Uni,0.1,0,TR1,Produits technologiques,PRO-TÉ-10002334,30-Aug-14,2,36.282,3660,148.662,23-Aug-14,FH-14335,Londres,0
Nord,1,Tables,IT-2011-3911927,Lancelot Petit,Angleterre,"Chromcraft Table d'ordinateur, Blanc",Tarif normal,Royaume-Uni,0,0,TR1,Mobilier,MOB-TA-10000064,28-Dec-14,7,1528.38,1936,3119.34,26-Dec-14,LP-16390,Blackpool,0
Centre,0,Art,ES-2011-2719699,Rémy Pouchard,Auvergne-Rhône-Alpes,"Sanford Marqueurs, Emballage en vrac",Tarif normal,France,0,0,TR1,Fournitures de bureau,FOU-AR-10003128,08-Dec-14,3,1.35,2381,70.56,02-Dec-14,RP-19675,Villeurbanne,1
Nord,0,Téléphones,IT-2011-2753313,Ornella Labelle,Angleterre,"Cisco Smartphone, Tailles assorties",Tarif normal,Royaume-Uni,0.1,1,TR1,Produits technologiques,PRO-TÉ-10004058,22-Aug-14,3,-0.009000000,1615,381.591,18-Aug-14,OL-18550,Londres,0
Nord,1,Stockage,ES-2011-3517120,Fleur Deschamps,Angleterre,"Tenex Casiers, Taille réelle",Tarif normal,Royaume-Uni,0,0,TR1,Fournitures de bureau,FOU-ST-10002779,30-May-14,14,171.36,2084,2858.52,26-May-14,FD-14485,Portsmouth,0
Nord,0,Bibliothèques,ES-2011-3091823,Philippe Deblois,Angleterre,"Safco Bibliothèque classique, Blanc",Tarif normal,Royaume-Uni,0.1,1,TR1,Mobilier,MOB-BI-10003098,19-Dec-14,5,616.815,9481,1983.015,15-Dec-14,PD-19015,Londres,0
Nord,0,Photocopieurs,ES-2011-3186072,Carol Busson,Angleterre,"Brother Télécopieur sans fil, Couleur",Tarif normal,Royaume-Uni,0,1,TR1,Produits technologiques,PRO-PH-10004483,01-Oct-14,3,239.49,46,1140.75,27-Sep-14,CB-12265,Littlehampton,0
Centre,1,Papier,IT-2011-5134922,Auguste Langelier,Hollande-Méridionale,"Green Bar Cahier, Qualité supérieure",J+2,Pays-Bas,0.5,0,TR2,Fournitures de bureau,FOU-PA-10000998,17-Oct-14,1,-4.185,143,14.895,15-Oct-14,AL-11365,Rotterdam,0
Nord,0,Photocopieurs,ES-2011-3186072,Carol Busson,Angleterre,"Brother Télécopieur sans fil, Numérique",Tarif normal,Royaume-Uni,0,1,TR1,Produits technologiques,PRO-PH-10003330,01-Oct-14,5,170.25,44,1892.25,27-Sep-14,CB-12265,Littlehampton,0
Sud,0,Art,ES-2011-5460465,Prunella Gousse,Émilie-Romagne,"Sanford Taille-crayon, Emballage en vrac",Tarif normal,Italie,0,1,TR1,Fournitures de bureau,FOU-AR-10000828,05-Feb-14,3,20.34,9502,78.3,01-Feb-14,PG-19315,Parme,0
Sud,0,Papier,ES-2011-5953080,Clarice Artois,Lombardie,"Green Bar Ramette, Multicolore",Tarif normal,Italie,0,1,TR1,Fournitures de bureau,FOU-PA-10003452,23-May-14,2,14.28,5803,62.34,17-May-14,CA-12895,Milan,0
Centre,0,Éléments de fixation,ES-2011-4919091,Alaïa Perrault,Île-de-France,"Stockwell Agrafes, Tailles assorties",J+2,France,0,1,TR1,Fournitures de bureau,FOU-ÉL-10004090,12-Nov-14,4,14.16,1685,33,09-Nov-14,AP-10240,Paris,0
Nord,0,Art,ES-2011-5814037,Rainette Paimboeuf,Angleterre,"BIC Taille-crayon, Emballage en vrac",Tarif normal,Royaume-Uni,0,0,TR1,Fournitures de bureau,FOU-AR-10002763,12-Jun-14,5,7.2,463,146.4,07-Jun-14,RP-19510,Southend-on-Sea,1
Centre,1,Stockage,ES-2011-5178055,Claire Barrientos,Hambourg,"Fellowes Dossiers, Industriel",Tarif normal,Allemagne,0.1,0,TR1,Fournitures de bureau,FOU-ST-10002960,22-Apr-14,2,6.984,5011,48.384,18-Apr-14,CB-12880,Hambourg,0
Sud,1,Téléphones,IT-2011-3202706,Évrard Gendron,Ligurie,"Motorola Amplificateur de signal, Taille réelle",Prioritaire,Italie,0.4,0,TR2,Produits technologiques,PRO-TÉ-10001199,29-Jul-14,2,-69.336,5201,173.304,27-Jul-14,ÉG-14095,Gênes,0
Centre,0,Téléphones,ES-2011-1043483,Simone Gadbois,Vienne,"Apple Casque, Bleu",Tarif normal,Autriche,0,0,TR1,Produits technologiques,PRO-TÉ-10004925,19-Jan-14,6,65.88,8485,439.56,14-Jan-14,SG-20425,Vienne,1
Nord,0,Papier,ES-2011-5754966,Daniel Dionne,Angleterre,"SanDisk Ramette, Par paquet de 12",Tarif normal,Royaume-Uni,0,1,TR1,Fournitures de bureau,FOU-PA-10000587,13-Jun-14,7,26.04,816,237.51,06-Jun-14,DD-13210,Colchester,0
Centre,1,Bibliothèques,ES-2011-1846006,Pascal Busson,Île-de-France,"Bush Bibliothèque, Noir",Prioritaire,France,0.1,0,TR1,Mobilier,MOB-BI-10001432,02-Jan-15,6,217.224,1287,674.244,28-Dec-14,PB-18715,Paris,0
Sud,0,Stockage,ES-2011-2722980,Gaétane Avare,Catalogne,"Smead Dossiers, Métal",Tarif normal,Espagne,0.1,0,TR1,Fournitures de bureau,FOU-ST-10000883,14-Feb-14,4,-2.664,8829,59.616,09-Feb-14,GA-14770,Barcelone,1
Nord,0,Papier,ES-2011-1849602,Delphine Bonami,Angleterre,"Xerox Fiches mémo, Recyclé",Tarif normal,Royaume-Uni,0,1,TR1,Fournitures de bureau,FOU-PA-10002854,18-Jul-14,7,14.07,8304,94.08,13-Jul-14,DB-13315,Bideford,0
Sud,0,Classeurs,ES-2011-3523269,Cécile Chatigny,Murcie,"Ibico Onglets, Durable",Tarif normal,Espagne,0,1,TR1,Fournitures de bureau,FOU-CL-10000812,28-Dec-14,4,14.04,3330,41.64,24-Dec-14,CC-12370,Molina de Segura,0
Sud,1,Art,ES-2011-4485758,Denis Giguère,Madrid,"Boston Marqueurs, Métal",Tarif normal,Espagne,0,0,TR1,Fournitures de bureau,FOU-AR-10001589,25-Dec-14,2,8.28,5960,55.26,20-Dec-14,DG-13345,Valdemoro,0
Sud,0,Art,ES-2011-5338028,Nicholas Tisserand,Piémont,"Sanford Carnet de croquis, Métal",J+2,Italie,0,0,TR1,Fournitures de bureau,FOU-AR-10001661,01-Jan-15,5,109.8,2641,233.7,28-Dec-14,NT-18115,Turin,1
Centre,0,Meubles,ES-2011-5263174,Davina Naudeau,Mecklembourg-Poméranie,"Rubvermaid Cadre, Multi-emballage",Tarif normal,Allemagne,0,0,TR1,Mobilier,MOB-ME-10000084,27-Mar-14,7,84.63,5159,769.65,23-Mar-14,DN-13270,Stralsund,1
Centre,0,Machines,ES-2011-5965144,Gaétan Louineaux,Hambourg,"Okidata Imprimante, Multicolore",Tarif normal,Allemagne,0,1,TR1,Produits technologiques,PRO-MA-10003940,08-Nov-14,2,144.96,5425,537,03-Nov-14,GL-14755,Hambourg,0
Nord,1,Accessoires,ES-2011-5940123,Nicholas Vincent,Angleterre,"Enermax Clavier, Durable",J+2,Royaume-Uni,0,0,TR1,Produits technologiques,PRO-AC-10001501,04-Jun-14,14,185.22,5819,805.56,01-Jun-14,NV-18130,Warrington,0
Centre,0,Stockage,ES-2011-1708709,Avril Leroy,Nord-Pas-de-Calais-Picardie,"Smead Dossiers, Métal",Tarif normal,France,0.1,0,TR1,Fournitures de bureau,FOU-ST-10000883,30-Sep-14,2,-1.332,6376,29.808,26-Sep-14,AL-11485,Beauvais,1
Sud,0,Téléphones,IT-2011-2241184,Arthur Rocheleau,Communauté Valencienne,"Samsung Casque, Bleu",Tarif normal,Espagne,0.1,1,TR1,Produits technologiques,PRO-TÉ-10004804,26-Dec-14,2,-7.32,3164,131.76,22-Dec-14,AR-10855,Elda,0
Sud,0,Accessoires,ES-2011-4384804,Céline Saindon,Sicile,"Enermax Souris, Durable",Tarif normal,Italie,0,1,TR1,Produits technologiques,PRO-AC-10000283,18-Jul-14,2,9.72,7458,81,12-Jul-14,CS-12415,Marsala,0
Centre,0,Classeurs,ES-2011-4154564,Vivienne Lespérance,Île-de-France,"Cardinal Couverture de classeur, Recyclé",Tarif normal,France,0,0,TR1,Fournitures de bureau,FOU-CL-10003973,14-Aug-14,3,16.65,5336,37.08,08-Aug-14,VL-21730,Courbevoie,1
Centre,0,Éléments de fixation,ES-2011-5987802,Clémence Busque,Rhénanie-du-Nord-Westphalie,"Advantus Épingles, Tailles assorties",J+2,Allemagne,0,1,TR1,Fournitures de bureau,FOU-ÉL-10002075,22-Feb-14,5,8.25,244,55.2,18-Feb-14,CB-12925,Castrop-Rauxel,0
Centre,0,Électroménager,ES-2011-1228490,Burrell Cailot,Provence-Alpes-Côte d'Azur,"Breville Grille-pain, Rouge",J+2,France,0.1,0,TR1,Fournitures de bureau,FOU-ÉL-10002318,28-Oct-14,1,17.619,7584,69.039,24-Oct-14,BC-12070,Marseille,1
Centre,0,Téléphones,IT-2011-2866156,Avril Leroy,Provence-Alpes-Côte d'Azur,"Apple Amplificateur de signal, Emballage en vrac",Tarif normal,France,0.15,0,TR1,Produits technologiques,PRO-TÉ-10000631,18-Dec-14,3,-20.583,9967,348.687,12-Dec-14,AL-11485,Cannes,1
Sud,1,Fournitures,ES-2011-1761215,Aimée Gabriaux,Trentin-Haut-Adige,"Acme Rasoir, Acier",J+2,Italie,0,0,TR1,Fournitures de bureau,FOU-FO-10002496,12-Aug-14,4,38.64,1999,175.92,10-Aug-14,AG-10195,Trente,0
Centre,0,Étiquettes,ES-2011-2566881,Félicien Brault,Île-de-France,"Novimex Étiquettes de dossier, Blanc",Le même jour,France,0,1,TR1,Fournitures de bureau,FOU-ÉT-10002698,21-Aug-14,1,1.56,3787,8.25,21-Aug-14,FB-14305,Noisy-le-Grand,0
Centre,0,Fournitures,ES-2011-3739047,Léone Desnoyer,Rhénanie-du-Nord-Westphalie,"Fiskars Cutter, Rectangulaire",Prioritaire,Allemagne,0,1,TR1,Fournitures de bureau,FOU-FO-10004677,16-Mar-14,6,61.74,4532,193.32,14-Mar-14,LD-16525,Bonn,0
Sud,1,Classeurs,ES-2011-3947498,Alice Blanchard,Émilie-Romagne,"Acco Onglets, Recyclé",Tarif normal,Italie,0,0,TR1,Fournitures de bureau,FOU-CL-10001898,17-Dec-14,3,5.85,7764,26.82,12-Dec-14,AB-10495,Ravenne,0
Nord,0,Éléments de fixation,ES-2011-5008680,Renée Charpie,Angleterre,"Stockwell Colliers, Métal",Tarif normal,Royaume-Uni,0,1,TR1,Fournitures de bureau,FOU-ÉL-10003498,03-Oct-14,5,1.8,9209,94.8,28-Sep-14,RC-20020,Gloucester,0
Centre,0,Chaises,IT-2011-1027688,Marcelle Cadieux,Rhénanie-du-Nord-Westphalie,"Novimex Tabouret, Livré par deux",Tarif normal,Allemagne,0.1,1,TR1,Mobilier,MOB-CH-10003998,03-Nov-14,5,233.295,2331,750.195,29-Oct-14,MC-17140,Paderborn,0
Centre,0,Classeurs,IT-2011-3977380,Charlot Cyr,Rhénanie-du-Nord-Westphalie,"Wilson Jones Onglets, Économique",Tarif normal,Allemagne,0,1,TR1,Fournitures de bureau,FOU-CL-10004240,25-Dec-14,5,8.25,4453,32.25,21-Dec-14,CC-12595,Dortmund,0
Centre,0,Stockage,IT-2011-4728742,Gaston Rochon,Provence-Alpes-Côte d'Azur,"Rogers Dossiers, Taille réelle",Tarif normal,France,0.1,1,TR1,Fournitures de bureau,FOU-ST-10002526,03-Feb-14,1,-0.642000000,4157,27.648,28-Jan-14,GR-14995,Draguignan,0
Centre,0,Éléments de fixation,ES-2011-5532122,Roger Givry,Rhénanie-du-Nord-Westphalie,"Accos Trombones, Tailles assorties",J+2,Allemagne,0,0,TR1,Fournitures de bureau,FOU-ÉL-10003417,03-Aug-14,7,0.63,8792,80.43,01-Aug-14,RG-19810,Leverkusen,1
Centre,1,Meubles,ES-2011-3540276,Alexandrie Lanctot,Berlin,"Rubvermaid Cadre, Durable",Tarif normal,Allemagne,0.1,0,TR1,Mobilier,MOB-ME-10001736,12-Jun-14,3,48.114,169,288.684,08-Jun-14,AL-10405,Berlin,0
Nord,0,Classeurs,ES-2011-4825230,Quincy Arsenault,Danemark-du-Sud,"Acco Machine à relier, Économique",J+2,Danemark,0.5,1,TR2,Fournitures de bureau,FOU-CL-10004987,23-Jan-14,1,-10.755,626,25.545,18-Jan-14,QA-19435,Esbjerg,0
Sud,0,Stockage,ES-2011-1702658,Rainette Paimboeuf,Abruzzes,"Rogers Chariot, Bleu",Tarif normal,Italie,0.4,0,TR2,Fournitures de bureau,FOU-ST-10004702,04-Oct-14,1,-32.58,1187,84.96,30-Sep-14,RP-19510,Pescara,1
Centre,1,Art,ES-2011-4514717,Quesnel Pouchard,Hambourg,"Binney & Smith Stylos, Tailles assorties",Tarif normal,Allemagne,0,0,TR1,Fournitures de bureau,FOU-AR-10001216,14-Jul-14,4,21.72,2735,60.48,08-Jul-14,QP-19420,Hambourg,0
Centre,0,Stockage,ES-2011-1416586,Édouard René,Rhénanie-du-Nord-Westphalie,"Fellowes Rayonnage, Métal",J+2,Allemagne,0.1,0,TR1,Fournitures de bureau,FOU-ST-10000826,04-Mar-14,2,35.238,2237,102.438,01-Mar-14,ÉR-13735,Bochum,1
Centre,1,Stockage,ES-2011-5244045,Faustine Busson,Rhénanie-du-Nord-Westphalie,"Fellowes Plateaux, Taille réelle",J+2,Allemagne,0.1,0,TR1,Fournitures de bureau,FOU-ST-10000155,11-Apr-14,8,183.744,5254,413.424,07-Apr-14,FB-14215,Essen,0
Sud,0,Fournitures,ES-2011-2542728,Simone Gadbois,Campanie,"Acme Ciseaux, Bleu",Tarif normal,Italie,0,0,TR1,Fournitures de bureau,FOU-FO-10002561,12-Nov-14,7,174.72,4913,349.44,08-Nov-14,SG-20425,Ercolano,1
Centre,1,Bibliothèques,ES-2011-5276461,Dexter Quenneville,Bade-Wurtemberg,"Dania Bibliothèque classique, Noir",Tarif normal,Allemagne,0.1,0,TR1,Mobilier,MOB-BI-10000517,10-May-14,3,259.587,8402,1112.697,04-May-14,DQ-13420,Ulm,0
Sud,0,Classeurs,ES-2011-5265774,Armand Laliberté,Pouilles,"Ibico Couverture de classeur, Économique",Le même jour,Italie,0,1,TR1,Fournitures de bureau,FOU-CL-10002674,13-Sep-14,2,3.78,2814,27.3,13-Sep-14,AL-10885,Brindisi,0
Centre,0,Enveloppes,ES-2011-2736116,Clovis Davignon,Berlin,"Kraft Auto-adhésive, Livré par 50",Tarif normal,Allemagne,0.1,0,TR1,Fournitures de bureau,FOU-EN-10000575,05-Jul-14,2,3.222,9050,36.882,28-Jun-14,CD-12940,Berlin,1
Centre,0,Art,ES-2011-1418466,Saturnin Viens,Bavière,"Boston Taille-crayon, Emballage en vrac",J+2,Allemagne,0,1,TR1,Fournitures de bureau,FOU-AR-10004134,18-Jun-14,2,7.56,5103,58.44,14-Jun-14,SV-20245,Bamberg,0
Centre,1,Fournitures,ES-2011-2681822,Blanca Lalonde,Bade-Wurtemberg,"Kleencut Ciseaux, Industriel",Le même jour,Allemagne,0,0,TR1,Fournitures de bureau,FOU-FO-10002858,02-Sep-14,4,21,8822,95.64,02-Sep-14,BL-11830,Friedrichshafen,0
Centre,1,Art,ES-2011-5276461,Dexter Quenneville,Bade-Wurtemberg,"Stanley Stylos, Emballage en vrac",Tarif normal,Allemagne,0,0,TR1,Fournitures de bureau,FOU-AR-10002938,10-May-14,3,13.59,8400,30.96,04-May-14,DQ-13420,Ulm,0
Centre,0,Téléphones,IT-2011-2568112,Patrick Bordeleau,Rhénanie-du-Nord-Westphalie,"Apple Amplificateur de signal, Taille réelle",J+2,Allemagne,0,0,TR1,Produits technologiques,PRO-TÉ-10002604,12-Dec-14,2,13.74,7311,275.88,08-Dec-14,PB-18805,Duisbourg,1
Sud,0,Photocopieurs,ES-2011-4240072,Harriette Duhamel,Latium,"Sharp Encre, Livré par deux",Prioritaire,Italie,0,1,TR1,Produits technologiques,PRO-PH-10000489,17-Jun-14,2,39.78,1306,248.82,16-Jun-14,HD-15565,Aprilia,0
Centre,0,Machines,ES-2011-1611223,Villette Bordeaux,Vienne,"Epson Imprimante de tickets, Multicolore",Prioritaire,Autriche,0,1,TR1,Produits technologiques,PRO-MA-10001292,26-Nov-14,3,84.24,6748,351.09,24-Nov-14,VB-21625,Vienne,0
Nord,0,Art,ES-2011-1244060,Tom Duval,Uusimaa,"Binney & Smith Marqueurs, Emballage en vrac",Tarif normal,Finlande,0,1,TR1,Fournitures de bureau,FOU-AR-10002898,20-Nov-14,2,19.44,4808,48.72,15-Nov-14,TD-20935,Helsinki,0
